名次,歌名,歌手,語言,年分,專輯
90,只是想你,圭賢 (KYUHYUN),韓語,2015,(Because I Miss You)
93,長袖,圭賢 (KYUHYUN),韓語,2015,(Autumn Sleeves)
94,All for you,徐仁國 (Seo In Guk),韓語,2015,
96,Ordinary Love,Park Kyung (박경),韓語,2015,Feat.Park Boram
39,我們,曾靜玟+吳汶芳 (Jing Wen Tseng+Fang Wu),華語,2015,"電視劇<後菜鳥的燦爛時代>、<致,第三者>插曲"
46,我懂了,劉若英 (Rene Liu),華語,2015,(Understood)
48,Something,嚴爵 (Yen-j),華語,2015,【三立「軍官情人」片頭曲】
55,每個第三者,楊蒨時 (Hope Yang),華語,2015,"電視劇 <致,第三者>插曲"
61,我要你好好的,劉若英 (Rene Liu),華語,2015,(You Well)
73,相看兩不厭,劉若英 (Rene Liu),華語,2015,(When We Were Together)
74,一無所懼,戴愛玲,華語,2015,(Yi Wu Suo Ju) - 電影<美人情園>中文主題曲/三立<好想談戀愛>插曲
79,COMING HOME,兄弟本色G.U.T.S. (姚中仁、張震嶽、頑童MJ116),華語,2015,
82,我還想念你,畢書盡 (Bii),華語,2015,三立、東森偶像劇<聽見幸福>片頭曲
85,浪費眼淚,陳嘉樺 (Ella Chen),華語,2015,(Wasted tears)
87,傷心的人別聽慢歌,五月天 (Mayday),華語,2015,貫徹快樂
90,當時的我們,BY2,華語,2015,
91,洋蔥,五月天 (Mayday),華語,2015,
92,痛快的哀艷,蘇打綠 (Sodagreen),華語,2015,(Violently Sad and Beautiful)
93,我們依然愛著,法蘭 (Fran),華語,2015,"電視劇<致,第三者>插曲"
94,尋人啟事,徐佳瑩 (Lala Hsu),華語,2015,
95,你曾是少年,S.H.E,華語,2015,電影<少年班>主題曲
98,你好可愛,吳克群 (Kenji Wu),華語,2015,(You Are So Cute)
60,我愛你,江蕙 (Jody Jiang),台語,2015,
85,憨阿嬤,江蕙 (Jody Jiang),台語,2015,
89,春梅,袁詠琳 (Cindy Yen),台語,2015,片尾曲
91,花香,江蕙 (Jody Jiang),台語,2015,
96,再相會,江蕙 (Jody Jiang),台語,2015,
34,Alive,Sia,西洋,2015,
61,Sugar,Robin Schulz,西洋,2015,(feat. Francesco Yates)
64,Infinity,One Direction,西洋,2015,
82,Stay With Me,Sam Smith,西洋,2015,
87,Lucky Strike,Maroon 5,西洋,2015,
89,Hey Mama,David Guetta,西洋,2015,"(feat. Nicki Minaj, Bebe Rexha & Afrojack)"
91,Wake Up Call,Maroon 5,西洋,2015,
92,Rain Over Me,Pitbull (嘻哈鬥牛梗),西洋,2015,(Featuring Marc Anthony)
93,It's My Life,Bon Jovi,西洋,2015,
94,Tell Me If You Wanna Go Home,Keira Knightley,西洋,2015,
95,Red Lights,Tiësto,西洋,2015,
96,For You,李玉璽 (Dino Lee),西洋,2015,電影<我的少女時代>插曲、三立、東森偶像劇<料理高校生>插曲
97,No One Else Like You,Adam Levine,西洋,2015,
99,Your Type,Carly Rae Jepsen,西洋,2015,(那種女孩)
100,Wish,Hurts,西洋,2015,
79,吃定你,寶兒 (BoA),日語,2015,(Eat You Up)
93,石膏,Sheena Ringo,日語,2015,
96,Believe,Che'Nelle,日語,2015,
97,Body Feels EXIT,安室奈美惠 (Namie Amuro),日語,2015,
99,因為還有明天,東方神起 (Toho Shinki),日語,2015,
64,WELCOME BACK,iKON,韓語,2015,
70,YeY,Beast,韓語,2015,
76,Hide and Seek,CNBLUE,韓語,2015,(Hide and Seek)
77,那個男人,秘密花園 電視原聲帶 (Secret Garden OST),韓語,2015,白智英
79,Domino,CNBLUE,韓語,2015,(Feat. Whee In of MAMAMOO) (Domino)
81,TODAY,iKON,韓語,2015,
84,Love Song,陸性材,韓語,2015,(Feat. Park Hye Soo) (Love Song)
86,Return,WENDY (Red Velvet),韓語,2015,WENDY(Red Velvet) With 陸智檀
87,Ice Ice,HyunA,韓語,2015,
88,Stupid Liar,Big Bang,韓語,2015,
91,離開,朴寶英 (Park Bo young),韓語,2015,(Leave)
92,祈禱,Younha,韓語,2015,(Pray)
93,Roller Coaster,CNBLUE,韓語,2015,(Roller Coaster)
94,Give Love,AKDONG MUSICIAN (AKMU),韓語,2015,
95,Remember,星 (Star),韓語,2015,(REMEMBER)
96,Sorry,JUNIEL,韓語,2015,(Sorry)
97,還未說出口的話- FTISLAND李洪基,Lee Hong Gi,韓語,2015,
100,Just right,GOT7,韓語,2015,
70,一直給,嚴爵 (Yen-j),華語,2015,(Give)
79,陌生的地方,陳彥允 (Ian Chen),華語,2015,(Somewhere without you) - 台視、TVBS偶像劇<唯一繼承者>插曲
87,溫柔,梁靜茹 (Fish Leong),華語,2015,(梁靜茹)
90,壞脾氣,吳汶芳 (Fang Wu),華語,2015,(Breaking Point) - 民視偶像劇<【星座愛情】- 牡羊女>片尾曲、衛視中文台韓劇<親愛的恩東>片尾曲
91,其實你已經知道,王大文,華語,2015,三立華劇<他看她的第2眼>片尾曲
92,替我照顧她,胡夏,華語,2015,三立華劇<好想談戀愛>片尾曲 + 電影<我是女王>聯合主題曲
94,想說,蔣卓嘉 (GJ),華語,2015,
97,你 有沒有過,林俊傑 (JJ Lin),華語,2015,(Roll On) - 電影<破風>主題曲
98,我想我可以,蔡旻佑 (Evan Yo),華語,2015,
99,你不是我,戴愛玲,華語,2015,(Ni Bu Shi Wo) - 三立<好想談戀愛>插曲
100,黛玉,蔣卓嘉 (GJ),華語,2015,中天華劇<加油愛人>片頭曲、FOX衛視中文台韓劇<變身情人>片頭曲
82,今生的願望,曹雅雯 (Oliva Tsao),台語,2015,民視<嫁妝>片頭曲
85,阿公的眠床腳,江蕙 (Jody Jiang),台語,2015,
89,無人熟識,江蕙 (Jody Jiang),台語,2015,
91,飄浪之女,蔡琴,台語,2015,
94,男人,陳隨意,台語,2015,
95,憂愁的牡丹,江蕙 (Jody Jiang),台語,2015,
64,Body on Me,RITA ORA,西洋,2015,
77,Roots,Imagine Dragons,西洋,2015,
85,Good For You,Selena Gomez,西洋,2015,
91,WILD,Troye Sivan,西洋,2015,
92,Back Together,Robin Thicke,西洋,2015,
93,Daylight,Maroon 5,西洋,2015,
94,Ride Out,Kid Ink,西洋,2015,(疾風飆速)( <玩命關頭7> 電影原聲帶搶先聽) - <玩命關頭7> 電影原聲帶搶先聽
95,Love Somebody,Maroon 5,西洋,2015,
96,Dark Horse,Katy Perry,西洋,2015,
97,Can't Sleep Love,Pentatonix,西洋,2015,
99,Harder To Breathe,Maroon 5,西洋,2015,
60,Heartache,ONE OK ROCK,日語,2015,
63,追憶のナインボール,五月天 (Mayday),日語,2015,九號球 日本語ver.
82,溫泉鄉的吉他,洪榮宏 (Jung Hung),日語,2015,
89,星月夜,和樂器樂團 (Wagakki Band),日語,2015,
91,擁抱,五月天 (Mayday),日語,2015,日本語ver.
92,Point Of No Return,SUPER JUNIOR-K.R.Y.,日語,2015,
94,PONPONPON,キャリーパミュパミュ,日語,2015,
95,歌舞伎町女王,Sheena Ringo,日語,2015,
97,月神之光,Eir Aoi,日語,2015,(PS3/PSVita遊戲軟體<刀劍神域 -Lost Song->片頭曲)
99,青金寶石,Eir Aoi,日語,2015,(動畫<亞爾斯蘭戰記>片尾曲)
45,Run & Run,HyunA,韓語,2015,(Intro)
47,Beautiful Liar,VIXX LR,韓語,2015,
55,Get Outta My House,HyunA,韓語,2015,
57,Serene,HyunA,韓語,2015,
78,My House,2PM,韓語,2015,
84,偶然的春天,LOCO (로꼬),韓語,2015,(Spring Is Gone by chance)
88,Sweet Girl,B1A4,韓語,2015,(Sweet Girl)
90,上癮,EXO,韓語,2015,(Overdose)
91,聽我說,Various Artists,韓語,2015,FTISLAND李洪基 (金嘆與恩尚定情曲)
92,Mr.Mr.,少女時代 (Girls' Generation),韓語,2015,
93,觸,SUPER JUNIOR-D&E(東海&銀赫),韓語,2015,(Can You Feel It?)
94,心動,BAEKHYUN,韓語,2015,(Beautiful)
96,I Got A Boy,少女時代 (Girls' Generation),韓語,2015,
97,STAY,Ben (벤),韓語,2015,
99,Who Are You,寶兒 (BoA),韓語,2015,
100,I Feel You,洪大光 (Hong Dae Kwang),韓語,2015,(Sung by 洪大光)
49,生命有一種絕對,曲婉婷 (Wanting Qu),華語,2015,(曲婉婷)
70,找到你是我最偉大的成功,古巨基 (Leo Ku),華語,2015,三立華劇<好想談戀愛>主題曲
72,如煙,艾怡良 (Eve Ai),華語,2015,(艾怡良)
75,盛夏光年,林憶蓮 (Sandy Lam),華語,2015,(林憶蓮)
80,忘了我,黃鴻升 (Alien Huang),華語,2015,
92,無字碑,張靚穎 (Jane Zhang),華語,2015,電視劇<武媚娘傳奇>主題曲
93,點水,丞琳 楊,華語,2015,
94,不一樣又怎樣,蔡依林,華語,2015,
95,我不願讓你一個人,五月天 (Mayday),華語,2015,【三立「真愛找麻煩」片尾曲】
97,刺蝟,林昕陽 (Lin Xin Yang),華語,2015,台視皮諾丘片頭曲
98,角頭,周湯豪 (NICKTHEREAL),華語,2015,<角頭>電影主題曲
100,離開地球表面,S.H.E,華語,2015,(S.H.E)
83,返來阮身邊,江蕙,台語,2015,
96,怎樣會堪,江蕙 (Jody Jiang),台語,2015,
48,Let It All Go,Rhodes & Birdy,西洋,2015,
63,Cool for the Summer,Demi Lovato,西洋,2015,
64,Omen,Disclosure,西洋,2015,Radio Edit
79,World Championship Finale 2,The Barden Bellas,西洋,2015,"From ""Pitch Perfect 2"" Soundtrack"
81,Sparks,Hilary Duff,西洋,2015,
85,My Everything,Owl City (貓頭鷹城市樂團),西洋,2015,(我的一切)
86,Kennedy Center Performance,The Barden Bellas,西洋,2015,"From ""Pitch Perfect 2"" Soundtrack"
87,Piensas,Pitbull,西洋,2015,(Dile la Verdad)
90,Here It Is,Flo Rida,西洋,2015,(feat. Chris Brown)
91,My Angel,Prince Royce,西洋,2015,(我的天使)
92,Once In A Lifetime,Flo Rida,西洋,2015,(一生一次)
93,This Summer,Maroon 5,西洋,2015,Maroon 5 vs. Alesso
94,How Bad Do You Want It,Sevyn Streeter,西洋,2015,(Oh Yeah) (渴望的心 (衝啊))
95,Run Away With Me,Carly Rae Jepsen,西洋,2015,
96,High By The Beach,Lana Del Rey,西洋,2015,
100,Restless,New Order (新秩序合唱團),西洋,2015,
32,本能,Sheena Ringo,日語,2015,
39,Step by step,濱崎 步 (Ayumi Hamasaki),日語,2015,日劇<美女與男子>主題曲
42,脫下禮服的仙杜瑞拉,Dream Ami,日語,2015,
58,Cry out,ONE OK ROCK,日語,2015,
60,丸之內虐待狂,Sheena Ringo,日語,2015,
62,Summer diary,濱崎 步 (Ayumi Hamasaki),日語,2015,
63,罪與罰,Sheena Ringo,日語,2015,
69,Exterminate,Nana Mizuki,日語,2015,
71,合唱：伴隨著你,吉卜力 動畫電影原聲帶,日語,2015,(合唱:杉並兒童合唱團)
74,滿滿的財富,Sheena Ringo,日語,2015,
76,茎,Sheena Ringo,日語,2015,(STEM) ～大名遊ビ編～
81,Sorrows,濱崎 步 (Ayumi Hamasaki),日語,2015,
82,Good Goodbye,ONE OK ROCK,日語,2015,
83,浴室,Sheena Ringo,日語,2015,
85,Shape of love,濱崎 步 (Ayumi Hamasaki),日語,2015,
86,至上人生,Sheena Ringo,日語,2015,
88,在這裡接吻,Sheena Ringo,日語,2015,
89,Sky high,濱崎 步 (Ayumi Hamasaki),日語,2015,
90,Cry for the Truth,MICHI,日語,2015,動畫<六花的勇者>片頭曲
96,繁花啊暴風雨,Glay,日語,2015,
43,Gotta Go To Work,Beast,韓語,2015,
56,Married To The Music,SHINee,韓語,2015,
61,你和我,Taru (타루),韓語,2015,(You & I)
63,哦 我的鬼神大人,韓曉嫻 (3rd coast) (Han So Hyun),韓語,2015,
68,It's Okay,BTOB,韓語,2015,
74,那名字,鐘鉉 (JONGHYUN),韓語,2015,(Named) - 鐘鉉 & 泰民 (SHINee)
79,別像個孩子胡鬧,SISTAR,韓語,2015,(Don't be such a baby)
88,I'm Loving,Jungheum Band,韓語,2015,
89,壞傢伙,SISTAR,韓語,2015,(Bad Boy)
91,《皮諾丘主題曲 : 達佈與仁荷之歌 》皮諾丘 Pinocchio,ROY KIM,韓語,2015,(皮諾丘主題曲 : 達佈與仁荷之歌)
93,約定,EXO,韓語,2015,(EXO 2014) - Korean Version
95,噗通噗通,Ben (벤),韓語,2015,(Pitapating)
96,我們倆,ALi,韓語,2015,(Two of Us)
97,每夜,EXID,韓語,2015,(Every Night) - Version 2
98,EXODUS,EXO,韓語,2015,Korean Version
99,Wi Ing Wi Ing,hyukoh,韓語,2015,
100,哎呀呀,SUPER JUNIOR,韓語,2015,(MAMACITA)
19,我不願讓你一個人,家家 (JiaJia),華語,2015,(家家)
25,愛情萬歲,魏如萱 (Waa Wei),華語,2015,(魏如萱)
29,想你的夜,關喆,華語,2015,未眠版
42,一萬小時,宇宙人,華語,2015,(10000 Hours)
44,我心中尚未崩壞的地方,黃韻玲 (Kay Huang),華語,2015,(黃韻玲)
51,我為你祈禱 I Pray For You,林俊傑 (JJ Lin),華語,2015,【為八仙塵爆所有傷者加油】
87,Fly with me,溫嵐 (Landy Wen),華語,2015,三立偶像劇<莫非，這就是愛情>電視原聲帶首波搶先聽片頭曲
94,小蘋果,筷子兄弟,華語,2015,
95,不想有遺憾,郭靜 (Claire Kuo),華語,2015,(Don’t wanna miss you) - 衛視中文台戲劇<長不大的爸爸>插曲
97,未完成的愛情,光良 (Michael Wong),華語,2015,(The Unfinished Love) - 八大韓劇 <家人之間> 片頭曲
59,等一咧 My Love,李愛綺,台語,2015,
62,愛越遠越重,邱凱偉,台語,2015,戲劇<春梅>插曲
68,絕情路,翁立友,台語,2015,
70,想你的歌,黃文星,台語,2015,
80,銀角仔,蕭煌奇,台語,2015,(Penny)
89,空笑夢,江蕙 (Jody Jiang),台語,2015,
75,coffee,Miguel,西洋,2015,(咖啡)
78,Cups,The Barden Bellas,西洋,2015,(“When I’m Gone”) - Campfire Version
81,World Championship Finale 1,Das Sound Machine,西洋,2015,"From ""Pitch Perfect 2"" Soundtrack"
84,Lollipop,The Treblemakers,西洋,2015,"From ""Pitch Perfect 2"" Soundtrack"
86,Blue Skies,Lenka,西洋,2015,
88,No Sleeep,Janet Jackson,西洋,2015,
90,GDFR,Flo Rida (佛羅里達),西洋,2015,(來真的) - Noodles Remix
91,Riff Off,Das Sound Machine,西洋,2015,"From ""Pitch Perfect 2"" Soundtrack"
92,Go Hard or Go Home,Wiz Khalifa (威茲哈利法),西洋,2015,(勝者為王)
93,This Summer's Gonna Hurt Like A MotherF****r,Maroon 5,西洋,2015,
94,Ghost Town,Adam Lambert,西洋,2015,
96,Good Guys,MIKA,西洋,2015,(真男人)
97,Emotion,Carly Rae Jepsen,西洋,2015,
98,Stitches,Shawn Mendes,西洋,2015,
99,Crazy Youngsters,Ester Dean,西洋,2015,"From ""Pitch Perfect 2"" Soundtrack"
100,Want To Want Me,Jason Derulo,西洋,2015,
48,Photogenic,安室奈美惠 (Namie Amuro),日語,2015,
69,Stranger,安室奈美惠 (Namie Amuro),日語,2015,
70,Fashionista,安室奈美惠 (Namie Amuro),日語,2015,
79,Big Boys Cry,安室奈美惠 (Namie Amuro),日語,2015,KOSE 高絲『丰靡美姬‧幻粧』電視廣告曲
82,Memories,ONE OK ROCK,日語,2015,
85,IGNITE,藍井艾露 (Eir Aoi),日語,2015,
86,Suddenly,ONE OK ROCK,日語,2015,
87,BAD GIRL,少女時代 (Girls' Generation),日語,2015,
93,Mirror,安田瑞 (Rei Yasuda),日語,2015,(動畫 <魔法科高校的劣等生> 片尾曲)
94,EX TAPE,倖田來未 (Koda Kumi),日語,2015,
95,你,生物股長 (Ikimonogakari),日語,2015,
97,Scary House,SUPER JUNIOR-D&E(東海&銀赫),日語,2015,
98,Dance In The Rain,倖田來未 (Koda Kumi),日語,2015,
55,GO UP,SISTAR,韓語,2015,
56,GOOD TIME,SISTAR,韓語,2015,
58,愛情從告白開始,金範秀 (Kim Bum Soo),韓語,2015,(A Love Begins from Confession)
70,Smash,寶兒 (BoA),韓語,2015,
72,Ice Cream Cake,Red Velvet,韓語,2015,
76,SHAKE THAT BRASS,AMBER,韓語,2015,
79,Checkmate,JUNG YONG HWA,韓語,2015,
81,Sweater & Jeans,SUPER JUNIOR-D&E(東海&銀赫),韓語,2015,
89,The Beat Goes On,SUPER JUNIOR-D&E(東海&銀赫),韓語,2015,
90,And...然後,白智榮 (Baek Z Young),韓語,2015,
94,Mother,SUPER JUNIOR-D&E(東海&銀赫),韓語,2015,
95,Dancing Queen,少女時代 (Girls' Generation),韓語,2015,
98,拍拍,EXID,韓語,2015,(Todak Todak)
99,Breaking Up,SUPER JUNIOR-D&E(東海&銀赫),韓語,2015,
100,TRANSFORMER,EXO,韓語,2015,Korean Version
24,我遇見你,家家 (JiaJia),華語,2015,【 5/30「飛Wind beneath my wings」演唱會主題曲】
48,我變了我沒變,楊宗緯,華語,2015,
63,我愛你 你知道嗎?,陳芳語 (Kimberley),華語,2015,(Do You Know that I love you?)
66,有事嗎?,Da Mouth,華語,2015,
71,Save Me,謝和弦 (R-chord),華語,2015,(feat.陳嘉唯) (Save Me)
73,那些愛過的事,光良 (Michael Wong),華語,2015,(All That I've Loved) - 八大韓劇 <未生> 片頭曲
75,我愛妳不會改變,畢書盡 (Bii),華語,2015,三立、東森偶像劇<聽見幸福>插曲
78,敢愛敢當,丁噹 (Della),華語,2015,
82,你的愛,王力宏 (Leehom Wang),華語,2015,
84,多年後,曾沛慈 (Pets Tseng),華語,2015,八大綜合台、八大戲劇台雙頻道熱播韓劇<命中注定我愛你>片尾曲、緯來戲劇台韓劇<沒關係，是愛情啊>片頭曲
85,你是我的星球,吳克群 (Kenji Wu),華語,2015,(You Are My Jupiter) - 八大戲劇台 <未生> 片尾曲
87,"放下, 旅行",李玉璽 (Dino Lee),華語,2015,偶像劇<再說一次我願意>片尾曲
89,愛你,G.E.M.鄧紫棋,華語,2015,(A.I.N.Y.)
90,填空,家家 (JiaJia),華語,2015,【三立偶像劇[真愛趁現在]插曲】
91,基因決定我愛你,陳彥允 (Ian Chen),華語,2015,偶像劇 <喜歡．一個人> 插曲
92,不會痛的不叫愛情,吳克群 (Kenji Wu),華語,2015,(No Pain No Love) - 八大戲劇台 <家人之間為何這樣> 片尾曲、衛視中文台 <傲慢與偏見> 片頭曲
93,其實我們值得幸褔,丞琳 楊,華語,2015,
94,美杜莎,蔡依林,華語,2015,
95,靈魂盡頭,aMEI (張惠妹),華語,2015,電影《小時代4：靈魂盡頭》主題曲
96,一千萬次的淚水,朱俐靜 (Miu Chu),華語,2015,三立偶像劇<真愛黑白配>插曲 / 緯來戲劇台韓劇<我的野蠻情人>片尾曲
97,血腥愛情故事,AMIT,華語,2015,
98,Marry Me,蕭敬騰,華語,2015,(Marry me)
99,我不知道愛是什麼,艾怡良,華語,2015,(Wo Bu Zhi Dao Ai Shi Shen Mo) - 插曲
63,多情玫瑰,張蓉蓉,台語,2015,
68,最美的嫁妝,莊振凱,台語,2015,
84,手紙,吳申梅 (Gigi Wu),台語,2015,<阿爸的願望>主題曲
87,彼眠紅的花,江惠儀,台語,2015,台視連續劇 <雨後驕陽> 片頭曲
88,手中花,孫淑媚 (May sun),台語,2015,(三立 <阿母> 片尾曲、三立五點檔 <家和萬事興> 片頭曲) - 三立 <阿母> 片尾曲、三立五點檔 <家和萬事興> 片頭曲
90,最愛,甲子慧,台語,2015,(三立八點檔<世間情>片頭曲)
92,雨水,曾心梅,台語,2015,三立29台八點檔 <世間情> 片尾曲
94,叱吒風雲,林宗興,台語,2015,
98,八字命,莊振凱,台語,2015,
100,媽媽,孫淑媚 (May sun),台語,2015,(三立 <阿母> 片頭曲、三立八點檔 <世間情> 片尾金曲MV 、三立八點檔 <世間情> 片頭曲) - 三立 <阿母> 片頭曲、三立八點檔 <世間情> 片尾金曲MV 、三立八點檔 <世間情> 片頭曲
45,Winter Wonderland/Here Comes Santa Clause,Snoop Dogg (史奴比狗狗),西洋,2015,"From ""Pitch Perfect 2"" Soundtrack"
48,Car Show,Das Sound Machine,西洋,2015,"From ""Pitch Perfect 2"" Soundtrack"
50,Convention Performance,The Barden Bellas,西洋,2015,"From ""Pitch Perfect 2"" Soundtrack"
54,Back To Basics,The Barden Bellas,西洋,2015,"From ""Pitch Perfect 2"" Soundtrack"
65,We Belong,Rebel Wilson and Adam Devine,西洋,2015,"From ""Pitch Perfect 2"" Soundtrack"
68,Stay With Me,孫盛希 (Shi Shi),西洋,2015,
70,Convention Performance,Das Sound Machine,西洋,2015,"From ""Pitch Perfect 2"" Soundtrack"
73,Any Way You Want It,Pentatonix (五聲音階),西洋,2015,"(World Championship Medley) - From ""Pitch Perfect 2"" Soundtrack"
78,Universal Fanfare,Elizabeth Banks & John Michael Higgins,西洋,2015,"From ""Pitch Perfect 2"" Soundtrack"
86,California Dreamin',Sia (希雅),西洋,2015,
95,All Of Me –,Adam Devine,西洋,2015,"(Bumper’s Audition) - From ""Pitch Perfect 2"" Soundtrack"
96,Heartbeat Song,Kelly Clarkson,西洋,2015,
98,Payback,Juicy J,西洋,2015,(復仇時刻)
100,I Bet,Ciara (席亞拉),西洋,2015,
12,Golden Touch,安室奈美惠 (Namie Amuro),日語,2015,
20,Time Has Come,安室奈美惠 (Namie Amuro),日語,2015,
29,Birthday,安室奈美惠 (Namie Amuro),日語,2015,
35,It,安室奈美惠 (Namie Amuro),日語,2015,
40,Scream,安室奈美惠 (Namie Amuro),日語,2015,
47,Fly,安室奈美惠 (Namie Amuro),日語,2015,
51,B Who I Want 2 B,安室奈美惠 (Namie Amuro),日語,2015,
62,Every Woman,安室奈美惠 (Namie Amuro),日語,2015,
64,W I N E,SUPER JUNIOR-D&E(東海&銀赫),日語,2015,
67,Anything,安室奈美惠 (Namie Amuro),日語,2015,
72,Space Invader,安室奈美惠 (Namie Amuro),日語,2015,
77,GIFT,SUPER JUNIOR-D&E(東海&銀赫),日語,2015,
93,So Beautiful,May J.,日語,2015,
99,Day x Day,Blue Encount,日語,2015,
46,Kiss My Lips,寶兒 (BoA),韓語,2015,
47,Lights Camera Action,SUPER JUNIOR-D&E(東海&銀赫),韓語,2015,
49,1+1=LOVE,SUPER JUNIOR-D&E(東海&銀赫),韓語,2015,
52,留戀,SUPER JUNIOR-D&E(東海&銀赫),韓語,2015,(Still You)
56,Motorcycle,SUPER JUNIOR-D&E(東海&銀赫),韓語,2015,Korean Ver.
58,哥哥 上場了！,SUPER JUNIOR-D&E(東海&銀赫),韓語,2015,"(Oppa, Oppa)"
59,Love That I Need,SUPER JUNIOR-D&E(東海&銀赫),韓語,2015,Korean Ver.
63,TENDER LOVE,EXO,韓語,2015,Korean Version
65,I wanna dance,SUPER JUNIOR-D&E(東海&銀赫),韓語,2015,Korean Ver.
66,Fox,寶兒 (BoA),韓語,2015,
67,Love Sick,SHINee,韓語,2015,
69,LOVE SONG,miss A,韓語,2015,
81,Double Jack,寶兒 (BoA),韓語,2015,
82,白日夢,SUPER JUNIOR,韓語,2015,(Evanesce)
83,B-A-B-Y,畢書盡 (Bii),韓語,2015,
84,Love and Hate,寶兒 (BoA),韓語,2015,
85,Sunshine,Min Chae (민채),韓語,2015,
87,EL DORADO,EXO,韓語,2015,Korean Version
88,Without U,EXID,韓語,2015,
93,用心愛你,Various Artists,韓語,2015,朴正炫 (金嘆與恩尚勇敢戀曲)
94,Blah,寶兒 (BoA),韓語,2015,
96,《達佈仁荷刻骨銘心的愛》唯一的你 – K. WILL,皮諾丘 電視原聲帶,韓語,2015,(達佈仁荷刻骨銘心的愛)
